Name,Devanagari,Sandhi,English,Etymology,YogaSeries,Before,After,Ashtanga,Yin,Baptiste,SeriesHot,Categories,Open,OpenAsana,Stable,StableAsana,Preparation,Counterposes,ID
Urdhva Padmasana,ऊर्ध्वपद्मासन,Ūrdhvapadmāsana,Upward Lotus Pose,Ūrdhva = upward; Padma = lotus,samāpana,Karna Pidasana,Matsyasana,x,,,,"4,11","Neck, hip adductors and extensors, internal rotators of the leg, knee extensors.","[[Baddhakoṇāsana B]], [[Padmāsana]] and its Prep poses, [[Sarvāṅgāsana]].","Shoulder stabilizers (emphasis retractors, adductors), neck, elbow extensors, back extensors, hip extensors, abdominals.","[[Adhomukhaśvānāsana]], [[Ardhabaddhapadmottānāsana]], [[Ardhottānāsana]], [[Baddhakoṇāsana B]], [[Halāsana]], [[Karṇapīḍāsana]], [[Mālāsana]], [[Padmāsana]], [[Paścimottānāsana A]], [[Phalakāsana]], [[Sarvāṅgāsana]], [[Upaviṣṭhakoṇāsana A]], [[Uttānāsana]].","In [[Sarvāṅgāsana]]: transition to [[Piṇḍāsana]], or lift knees up to extend Lotus and revolve to one side, then the other (one hand to sacrum); transition to Mayurasana.","[[Matsyāsana]], [[Uttānapādāsana]], [[Supta Matsyendrāsana]], [[Śavāsana]].",150
Ustrasana,उष्ट्रासन​,Uṣṭrāsana,Camel Pose,Uṣṭra = camel,nāḍī śodhana,Pārśva Dhanurāsana,Uṣṭrāsana,x,,x,Apertura,13,"Foot dorsiflexors, knee extensors, abdominals, chest, throat, elbow flexors.","[[Añjanēyāsana]], Salabhasana, [[Ūrdhva Dhanurāsana]], [[Vajrāsana A]], [[Vīrabhadrāsana A]]","Knee extensors, hip adductors and extensors, internal rotators of the leg, back extensors, abdominals, shoulder stabilizers (emphasis retractors, extensors), external rotators of the arm, elbow flexors.","[[Añjanēyāsana]], [[Ālāsana]], [[Bhekāsana]], [[Rājakapotāsana]], [[Bharmanāsana]], [[Dhanurāsana]], [[Ekapādarājakapotāsana]],[[Rājakapotāsana]], [[Ūrdhva Dhanurāsana]], [[Śalabhāsana B]], [[Vajrāsana A]], [[Ūrdhva Dhanurāsana]], [[Ūrdhvamukhaśvānāsana]].","[[Pūrvottānāsana]], [[Laghu Vajrāsana]], [[Kapotāsana B]], [[Ūrdhva Dhanurāsana]].","[[Bālāsana]], [[Marīchyāsana]], [[Baddhakoṇāsana B]], [[Paścimottānāsana]].",151
Utkata Konasana,उत्कटकोणासन,Utkaṭakoṇāsana,Goddess Pose / Fierce Angle Pose,Utkaṭa = fierce/powerful; Koṇa = angle; Āsana = posture,,,,,,x,Conexion,,,,,,,,152
Utkatasana,उत्कटासन​,Utkaṭāsana,Chair Pose,Utkaṭa = powerful,yoga cikitsā,Ardhabaddhapadmottānāsana,Utkaṭāsana,x,,x,Despertar,9,"Calves, hip extensors, shoulder elevators, extensors, and retractors.","[[Adhomukhaśvānāsana]], [[Śalabhāsana B]], [[Tāḍāsana]], [[Vīrabhadrāsana A]].","Intrinsic foot muscles, knee flexors, hip flexors and extensors, back extensors, transversus abdominis, shoulder protractors and flexors, internal rotators of the arm, elbow extensors.","[[Adhomukhaśvānāsana]], [[Añjanēyāsana]], [[Ardhottānāsana]], [[Ālāsana]], [[Bharmanāsana]], [[Tāḍāsana]], [[Uttānāsana]].","[[Parivṛttotkaṭāsana]], Parivrtta [[Ālāsana]]; transition to sitting on the heels.","[[Uttānāsana]], [[Adhomukhaśvānāsana]], [[Bālāsana]].",153
Utplutih,उत्प्लुतिः,Utplutiḥ,Floating Pose,Ut = up; Pluti = to float,samāpana,Padmasana,Śavāsana,x,,,,"4,10","Wrist flexors, elbow flexors, shoulder elevators, retractors, and flexors, back extensors, hip adductors and extensors, internal rotators of the leg, knee extensors.","[[Padmāsana]] and its Prep poses, abdominal core work.","Wrist synergists, elbow synergists, shoulder stabilizers (emphasis flexors, protractors), external rotators of the arm, chest, abdominals, hip adductors and flexors, external rotators of the leg, pelvic floor, knee flexors, foot dorsiflexors.","[[Adhomukhaśvānāsana]], [[Agnistambhāsana]], [[Ardhabaddhapadmottānāsana]], [[Baddhakoṇāsana B]], [[Bakāsana B]], [[Chaturāṅgadaṇḍāsana]], [[Mālāsana]], [[Padmāsana]], [[Phalakāsana]], [[Ūrdhvamukhaśvānāsana]]",Transition to [[Lolasana]] or [[Ūrdhvakukkutāsana]].,"[[Daṇḍāsana]], [[Pūrvottānāsana]], [[Ūrdhvamukhaśvānāsana]], [[Adhomukhaśvānāsana]], [[Bālāsana]], [[Bhuja]].",154
Uttana Padasana,उत्तानपादासन,Uttānapādāsana,Stretched Feet Pose,Uttāna = intense stretch; Pāda = foot,samāpana,Matsyasana,Sirsasana A,x,,,,13,"Abdominals, chest, throat, shoulder elevators, knee flexors, foot dorsiflexors.","[[Daṇḍāsana]],  [[Nāvāsana]], [[Ūrdhva Dhanurāsana]], [[Vīrabhadrāsana A]].","Hip flexors, adductors, internal rotators of the leg, knee extensors, foot dorsiflexors, back extensors, transversus abdominis, shoulder retractors, protractors, and flexors, elbow extensors, neck.","[[Adhomukhaśvānāsana]], [[Añjanēyāsana]], [[Ardhottānāsana]], [[Ālāsana]], [[Rājakapotāsana]], [[Bharmanāsana]], [[Chaturāṅgadaṇḍāsana]], [[Daṇḍāsana]], [[Nāvāsana]], [[Śalabhāsana B]], [[Ūrdhvamukhaśvānāsana]], [[Uṣṭrāsana]], [[Utkaṭāsana]].",[[Setubandhāsana]],"[[Apānāsana]], [[Marīchyāsana]], [[Śavāsana]].",155
Uttasana,उत्तासन,Uttānāsana,Standing Forward Bend,Ut = intense; Tān = stretch; Āsana = posture,,,,,x,x,Despertar,8,"Calves, knee flexors, hip extensors, back extensors, shoulder elevators.","[[Adhomukhaśvānāsana]], [[Ardhottānāsana]], [[Suptapādāṅguṣṭhāsana A]], [[Tāḍāsana]].","Intrinsic foot muscles, knee extensors, hip flexors and extensors, back extensors, transversus abdominis, shoulder depressors.","[[Adhomukhaśvānāsana]], [[Ardhottānāsana]], [[Bālāsana]], [[Bharmanāsana]], [[Prasāritapādottānāsana A]] and [[Prasāritapādottānāsana B]], [[Tāḍāsana]], [[Utkaṭāsana]].","[[Pādāṅguṣṭhāsana]], [[Pādahastāsana]], [[Vṛkṣāsana]], [[Paścimottānāsana A]].","[[Mālāsana]], [[Baddhakoṇāsana B]], [[Apānāsana]], [[Bālāsana]], [[Śavāsana]].",156
Utthita Hasta Padangusthasana A,उत्थितहस्तपादाङ्गुष्ठासन A,Utthitahastapādāṅguṣṭhāsana A,Extended Hand to Big Toe Pose,Utthita = extended; Hasta = hand; Pāda = foot; Aṅguṣṭha = big toe,yoga cikitsā,Pārśvottānāsana,Utthitahastapādāṅguṣṭhāsana A,x,,x,Equilibrio,,,,,,,,157
Utthita Hasta Padangusthasana B,उत्थितहस्तपादाङ्गुष्ठासन B,Utthitahastapādāṅguṣṭhāsana B,Extended Hand to Big Toe Pose,Utthita = extended; Hasta = hand; Pāda = foot; Aṅguṣṭha = big toe,yoga cikitsā,Utthitahastapādāṅguṣṭhāsana A,Utthitahastapādāṅguṣṭhāsana B,x,,,,"10,1","Standing leg: hip flexors. Gesture leg: hip adductors and extensors, internal rotators of the leg, shoulder retractors, chest, neck.","[[Suptapādāṅguṣṭhāsana A]], [[Tāḍāsana]], [[Utthitapārśvakoṇāsana]], [[Utthitatrikoṇāsana]], [[Vṛkṣāsana]].","Standing leg: intrinsic foot muscles. Hip stabilizers, (emphasis adductors, internal rotators of the leg). Extended leg: hip flexors. Knee extensors, back extensors, transversus abdominis, obliques. Hasta arm: shoulder retractors, protractors, elbow extensors.","[[Adhomukhaśvānāsana]], [[Añjanēyāsana]], [[Ardhottānāsana]], [[Ālāsana]], [[Garuḍāsana]], [[Pādāṅguṣṭhāsana]], [[Pārśvottānāsana]], [[Paścimottānāsana A]], [[Prasāritapādottānāsana D]], [[Suptapādāṅguṣṭhāsana A]], [[Tāḍāsana]], [[Ubhayapādāṅguṣṭhāsana]], [[Utkaṭāsana]], [[Vīrabhadrāsana C]].","Draw lifted leg higher without compromising alignment; release clasp of foot, hold lifted leg 5 breaths; Parvritta variation.","[[Tāḍāsana]], [[Garuḍāsana]], [[Vinyāsa]], [[Ūrdhvamukhaśvānāsana]], [[Adhomukhaśvānāsana]], [[Bālāsana]].",158
Utthita Hasta Padangusthasana C,उत्थितहस्तपादाङ्गुष्ठासन  C,Utthitahastapādāṅguṣṭhāsana C,Extended Hand to Big Toe Pose,Utthita = extended; Hasta = hand; Pāda = foot; Aṅguṣṭha = big toe,yoga cikitsā,Utthitahastapādāṅguṣṭhāsana B,Utthitahastapādāṅguṣṭhāsana C,x,,,,,,,,,,,159
Utthita Parshvakonasana,उत्थितपार्श्वकोणासन,Utthitapārśvakoṇāsana,Extended Side Angle Pose,Utthita = extended; Pārśva = side; Koṇa = angle,ādhāra,Parivṛttatrikoṇāsana,Parivṛttapārśvakoṇāsana,x,,x,Vitalidad,5,"Front leg: hip extensors and adductors, internal rotators of the leg. Back leg: knee flexors, hip flexors. Grounded elbow: flexors. Gesture elbow: flexors, shoulder extensors. Abdominals, chest, shoulder elevators.","[[Mālāsana]], [[Suptapādāṅguṣṭhāsana A]], [[Tāḍāsana]], [[Tāḍāsana]], [[Utthitatrikoṇāsana]], [[Vṛkṣāsana]].","Intrinsic foot muscles. Front leg: hip stabilizers (emphasis flexors, adductors), external rotators of the leg, knee flexors. Back leg: hip extensors, knee extensors, back extensors, transversus abdominis, obliques, shoulder retractors and protractors. Top arm: external rotators. Bottom arm: wrist synergists. Elbow extensors, neck.","[[Adhomukhaśvānāsana]], [[Añjanēyāsana]], [[Ardhottānāsana]], [[Ālāsana]], [[Pārśvottānāsana]], [[Prasāritapādottānāsana B]], [[Śalabhāsana B]], [[Vīrabhadrāsana A]] and [[Virabhadrāsana B]].","Wrap upper arm behind and lower arm under front leg, clasp wrist of upper arm, transition to [[Kouṇḍinyāsana A]] A or Svarga Dvijasana.","[[Vinyāsa]], [[Ūrdhvamukhaśvānāsana]], [[Adhomukhaśvānāsana]], [[Prasāritapādottānāsana C]], [[Apānāsana]], [[Bālāsana]].",160
Utthita Trikonasana,उत्थितत्रिकोणासन,Utthitatrikoṇāsana,Extended Triangle Pose,Utthita = extended; Trikoṇa = triangle,ādhāra,Pādahastāsana,Parivṛttatrikoṇāsana,x,,x,Conexion,8,"Front leg: hip adductors and extensors, internal rotators of the leg, knee flexors. Back leg: hip flexors, knee flexors. Obliques, chest, shoulder elevators and retractors, neck.","[[Adhomukhaśvānāsana]], [[Suptapādāṅguṣṭhāsana A]], [[Tāḍāsana]], [[Vīrabhadrāsana B]], [[Vṛkṣāsana]].","Intrinsic foot muscles. Front leg: hip stabilizers (emphasis flexors, adductors), external rotators of the leg. Back leg: hip extensors. Knee extensors, back extensors, transversus abdominis, obliques, shoulder abductors, retractors, and protractors, elbow extensors, neck.","[[Adhomukhaśvānāsana]], [[Ardhottānāsana]], [[Ālāsana]], [[Bharmanāsana]], [[Prasāritapādottānāsana B]] and [[Prasāritapādottānāsana D]], [[Utthitapārśvakoṇāsana]], [[Vasiṣṭhāsana]], [[Vīrabhadrāsana A]] and [[Virabhadrāsana B]].","Transition to [[Ardhacandrāsana]], keeping alignment of standing foot and hip.","[[Tāḍāsana]], [[Adhomukhaśvānāsana]], [[Garuḍāsana]], [[Gomukhāsana B]], [[Bālāsana]].",161
Utthita Trivikrmasana,उत्थित त्रिविक्रमासन​,Utthita Trivikramāsana,Extended Trivikrama Pose,Utthita = extended; Trivikrama = three steps (an epithet of Vishnu),tṛtīya śreṇī,Dikāsana B,Utthita Trivikramāsana,x,,,,,,,,,,,162
Vajrasana A,वज्रासन A,Vajrāsana A,Thunderbolt Pose A,Vajra = thunderbolt/diamond; Āsana = posture,,,,,x,,,3,"Foot dorsiflexors, knee flexors, hip abductors and flexors, abdominals, chest, shoulder extensors.","[[Añjanēyāsana]], [[Ūrdhva Dhanurāsana]], [[Uṣṭrāsana]], [[Vīrabhadrāsana A]].","Hip extensors, internal rotators of the leg, knee flexors, transversus abdominis, shoulder retractors and flexors, elbow extensors.","[[Añjanēyāsana]], [[Ālāsana]], [[Bālāsana]], [[Bharadvājāsana]] and B, [[Bhekāsana]], [[Rājakapotāsana]], [[Bharmanāsana]], [[Dhanurāsana]], [[Garuḍāsana]], [[Matsyāsana]], [[Parivṛttapārśvakoṇāsana]], [[Parivṛttotkaṭāsana]],[[Rājakapotāsana]], [[Ūrdhva Dhanurāsana]], [[Ūrdhvamukhaśvānāsana]], [[Uṣṭrāsana]], [[Vīrabhadrāsana A]].","[[Laghu Vajrāsana]], [[Kapotāsana B]],[[Rājakapotāsana]], curl toes under for [[Supta Vajrāsana]]","[[Bharmanāsana]], [[Adhomukhaśvānāsana]], [[Bālāsana]], [[Ānandabālāsana]], [[Marīchyāsana]], [[Baddhakoṇāsana B]], [[Paścimottānāsana]].",163
Vajrasana B,वज्रासन B,Vajrāsana B,Thunderbolt Pose B,Vajra = thunderbolt/diamond; Āsana = posture,,,,,x,,,,,,,,,,164
Vasisthasana,वसिष्ठासन​,Vasiṣṭhāsana,Side Plank Pose,Named after Sage Vasiṣṭha,tṛtīya śreṇī,Pārśvottānāsana,Vasiṣṭhāsana,x,,x,Entrega,4,"Shoulder elevators and retractors, chest.","[[Adhomukhaśvānāsana]], [[Ardhacandrāsana]], [[Phalakāsana]], [[Prasāritapādottānāsana B]] and D, [[Suptapādāṅguṣṭhāsana A]], [[Utthitahastapādāṅguṣṭhāsana A]], [[Utthitatrikoṇāsana]], [[Vṛkṣāsana]].","Grounded leg: intrinsic foot muscles. Hip stabilizers, (emphasis abductors, external rotators of the leg). Extended leg: external rotators, hip flexors. Knee extensors, back extensors, transversus abdominis, obliques. Grounded arm: wrist synergists. Top arm: shoulder retractors, protractors, and flexors. Elbow extensors.","[[Adhomukhaśvānāsana]], [[Ardhacandrāsana]], [[Ardhottānāsana]], [[Ālāsana]], [[Chaturāṅgadaṇḍāsana]], [[Parighāsana]], [[Phalakāsana]], [[Tāḍāsana]], [[Utthitapārśvakoṇāsana]], [[Utthitatrikoṇāsana]], [[Vīrabhadrāsana B]].",Transition to [[Vasiṣṭhāsana]] or [[Kouṇḍinyāsana A]] A.,"[[Vinyāsa]], [[Ūrdhvamukhaśvānāsana]], [[Adhomukhaśvānāsana]], [[Gomukhāsana B]], [[Bhuja]], [[Bālāsana]].",165
Vatayanasana,वातायनासन​,Vātāyanāsana,Horse Face Pose,Vātāyana = horse face,nāḍī śodhana,Nakrāsana,Vātāyanāsana,x,,,,,,,,,,,166
Viparita Chakrasana,विपरीच्चक्रासन,Viparīccakrāsana,Inverted Wheel Pose,Viparīta = inverted; Cakra = wheel,pṛṣṭhavakrāsana,Ūrdhva Dhanurāsana,Paścimottānāsana,x,,,,10,"Wrist flexors, shoulder elevators and retractors, throat, chest, abdominals, hip flexors.","[[Adhomukhavṛkṣāsana]], [[Baddhakoṇāsana A]], [[Piñchamayūrāsana]], [[Adhomukhaśvānāsana]], [[Rājakapotāsana]], [[Ekapādarājakapotāsana]].","Wrist flexors, elbow flexors, external rotators of the arm, shoulder stabilizers (emphasis retractors, protractors, flexors), back extensors, transversus abdominis, hip flexors and adductors.","[[Adhomukhaśvānāsana]], [[Adhomukhavṛkṣāsana]], [[Añjanēyāsana]], [[Ālāsana]], [[Bhekāsana]], [[Rājakapotāsana]], [[Bharmanāsana]], [[Chaturāṅgadaṇḍāsana]], [[Dhanurāsana]], [[Ekapādarājakapotāsana]], [[Piñchamayūrāsana]], [[Garuḍāsana]], [[Phalakāsana]],[[Rājakapotāsana]], [[Śalabhāsana B]], [[Śīrṣāsana]], [[Baddhakoṇāsana A]], [[Ūrdhva Dhanurāsana]], [[Tāḍāsana]], [[Ūrdhvamukhaśvānāsana]], [[Uṣṭrāsana]], [[Vīrabhadrāsana A]].","With [[Adhomukhavṛkṣāsana]] arms: Drop into [[Ūrdhva Dhanurāsana]], ticktocks.","[[Marīchyāsana]], [[Apānāsana]], [[Bālāsana]].",167
Viparita Salabhasana,विपरीच्छलभासन,Viparīcchalabhāsana,Inverted Locust Pose,Viparīta = inverted; Śalabhā = locust,tṛtīya śreṇī,Ekapādaviparītadaṇḍāsana,Viparīcchalabhāsana,x,,,,,,,,,,,168
Virabhadrasana A,वीरभद्रासन अ,Vīrabhadrāsana A,Warrior I,Named after Virabhadra,yoga cikitsā,Utkaṭāsana,Vīrabhadrāsana A,x,,x,Despertar,5,"Foot dorsiflexors, knee extensors, hip abductors and flexors.","[[Apānāsana]], [[Baddhakoṇāsana B]], [[Bālāsana]], [[Gomukhāsana B]].","Hip flexors, internal rotators of the leg, knee flexors, transversus abdominis, shoulder retractors and protractors, elbow extensors.","[[Adhomukhaśvānāsana]], [[Añjanēyāsana]], [[Ardhottānāsana]], [[Ālāsana]], [[Bālāsana]], [[Bharadvājāsana]] and B, [[Bharmanāsana]], [[Garuḍāsana]], [[Utkaṭāsana]].","[[Vajrāsana A]], [[Bhekāsana]], [[Tryaṅgamukhaikapāda Paścimottānāsana]].","[[Phalakāsana]], [[Adhomukhaśvānāsana]].",169
Virabhadrasana B,वीरभद्रासन ब्,Vīrabhadrāsana B,Warrior II,Named after Virabhadra,yoga cikitsā,Vīrabhadrāsana A,Vīrabhadrāsana B,x,,x,Vitalidad,5,"Front leg: hip extensors, adductors, and internal rotators. Back leg: calf, knee flexors, hip adductors. Shoulder elevators and retractors, chest.","[[Añjanēyāsana]], [[Ālāsana]], [[Baddhakoṇāsana B]], [[Suptapādāṅguṣṭhāsana A]], [[Tāḍāsana]], [[Utthitatrikoṇāsana]], [[Vṛkṣāsana]].","Intrinsic foot muscles. Front leg: hip stabilizers (emphasis extensors, adductors), external rotators of the leg, knee flexors. Back leg: hip extensors, knee extensors, foot dorsiflexors. Back extensors, transversus abdominis, obliques, shoulder abductors, retractors, and protractors, elbow extensors.","[[Adhomukhaśvānāsana]], [[Añjanēyāsana]], [[Ardhottānāsana]], [[Ālāsana]], [[Bharmanāsana]], [[Prasāritapādottānāsana D]], [[Tāḍāsana]], [[Vasiṣṭhāsana]].","Reverse Warrior, [[Utthitapārśvakoṇāsana]], [[Utthitatrikoṇāsana]], [[Ardhacandrāsana]], Svarga Dvijasana, Dancing Warrior series.","[[Vinyāsa]], [[Ūrdhvamukhaśvānāsana]], [[Adhomukhaśvānāsana]], [[Gomukhāsana B]], [[Paścimottānāsana A]], [[Bālāsana]].",170
Virabhadrasana C,विरभद्रासन च,Virabhadrāsana C,Warrior Pose C,Virabhadra = fierce warrior; Āsana = posture,,,,,,x,Equilibrio,5,"Standing leg: calf, knee, flexors, hip extensors. Gesture leg: foot dorsiflexors, knee flexors, hip flexors. Shoulder extensors, elevators, and retractors.","[[Añjanēyāsana]], [[Ālāsana]], [[Suptapādāṅguṣṭhāsana A]], [[Tāḍāsana]], [[Uttānāsana]], [[Vīrabhadrāsana A]], [[Vṛkṣāsana]].","Standing leg: intrinsic foot muscles, knee extensors. Back extensors, transversus abdominis, hip stabilizers (emphasis extensors, adductors, standing hip flexors), internal rotators of the leg, shoulder flexors, protractors, elbow extensors.","[[Adhomukhaśvānāsana]], [[Añjanēyāsana]], [[Ardhottānāsana]], [[Ālāsana]], [[Rājakapotāsana]], [[Bharmanāsana]], [[Garuḍāsana]], [[Pārśvottānāsana]], [[Phalakāsana]], [[Tāḍāsana]], [[Utkaṭāsana]], [[Utthitahastapādāṅguṣṭhāsana A]] , [[Vīrabhadrāsana A]], [[Vṛkṣāsana]].",,"[[Mālāsana]], [[Garuḍāsana]], [[Baddhakoṇāsana B]], [[Bālāsana]].",171
Viranchyasana A,विरञ्छ्यासन A,Virañchyāsana A,Sage Virañcha’s Pose A,Named after Sage Virañcha,tṛtīya śreṇī,Pūrṇamatsyendrāsana,Virañchyāsana A,x,,,,,,,,,,,172
Viranchyasana B,विरञ्छ्यासन B,Virañchyāsana B,Sage Virañcha’s Pose B,Named after Sage Virañcha,tṛtīya śreṇī,Virañchyāsana A,Virañchyāsana B,x,,,,,,,,,,,173
Visvamitrasana A,विश्वामित्रासन A,Viśvāmitrāsana A,Sage Visvamitra’s Pose,Named after Sage Visvamitra,tṛtīya śreṇī,Vasiṣṭhāsana,Viśvāmitrāsana A,x,,,,,,,,,,,174
Visvamitrasana B,विश्वामित्रासन B,Viśvāmitrāsana B,Sage Visvamitra’s Pose,Named after Sage Visvamitra,tṛtīya śreṇī,Viśvāmitrāsana A,Viśvāmitrāsana B,x,,,,,,,,,,,175
Vrksasana,वृक्षासन,Vṛkṣāsana,Tree Pose,Vṛkṣa = tree; Āsana = posture,,,,,,x,Equilibrio,10,"Standing leg: hip flexors. Gesture leg: hip adductors, internal rotators of the leg. Knee extensors, shoulder elevators, extensors, and retractors, elbow flexors.","[[Baddhakoṇāsana B]], [[Suptapādāṅguṣṭhāsana A]], [[Tāḍāsana]], [[Utthitatrikoṇāsana]], [[Vīrabhadrāsana B]]","Grounded leg: intrinsic foot muscles, hip stabilizers, (emphasis adductors, internal rotators of the leg). Folded leg: hip flexors and external rotators, knee flexors, calf. Back extensors, transversus abdominis, shoulder retractors and protractors, external rotators of the arm, elbow extensors.","[[Adhomukhaśvānāsana]], [[Adhomukhavṛkṣāsana]], [[Añjanēyāsana]], [[Ardhottānāsana]], [[Ālāsana]], [[Baddhakoṇāsana B]], [[Bharmanāsana]], [[Garuḍāsana]], [[Mālāsana]], [[Phalakāsana]], [[Prasāritapādottānāsana B]] and [[Prasāritapādottānāsana D]], [[Śīrṣāsana]], [[Tāḍāsana]], [[Tāḍāsana]], [[Vīrabhadrāsana B]].","Transition to [[Utthitahastapādāṅguṣṭhāsana A]], explore with eyes closed, [[Vasiṣṭhāsana]] with top leg in [[Vṛkṣāsana]] positioning.","[[Tāḍāsana]], [[Ardhottānāsana]], [[Uttānāsana]], [[Garuḍāsana]], [[Bālāsana]].",176
Yoga Mudra,योगमुद्रा,Yogamudrā,Yoga Seal,Yoga = union; Mudrā = seal,samāpana,Baddha Padmasana,Padmasana,x,,,,,,,,,,,177
Yoga Nidrasana,योग निद्रासन​,Yoga Nidrāsana,Yogic Sleep Pose,Yoga = union; Nidrā = sleep,nāḍī śodhana,Dvipādaśīrṣāsana,Yoga Nidrāsana,x,,,,,,,,,,,178
Supta Urdhva Pada Vajrasana A,सुप्त ऊर्ध्व पद वज्रासन A, Supta Ūrdhva Pada Vajrāsana, Reclining Upward Thunderbolt Pose, Vajra = thunderbolt/diamond; Ūrdhva = upward; Supta = reclined; Pāda = foot,nāḍī śodhana,Pārśvottānāsana,Pāśāsana,x,,,,,,,,,,,179
Supta Urdhva Pada Vajrasana B,सुप्त ऊर्ध्व पद वज्रासन B, Supta Ūrdhva Pada Vajrāsana, Reclining Upward Thunderbolt Pose, Vajra = thunderbolt/diamond; Ūrdhva = upward; Supta = reclined; Pāda = foot,nāḍī śodhana,Pārśvottānāsana,Pāśāsana,x,,,,,,,,,,,180
